,status,url_lenght,pathname_lenght,domain_lenght,filename_lenght,domain_vocals,domain_dots,url_slashes,url_dots,url_dashes,url_enthropy,domain_enthropy,url_semicolons,url_percentages,url_hashtags,url_hyphens
0,0,0.01534683855125844,0.018272425249169437,0.07142857142857144,0.01669449081803005,0.15151515151515152,0.07692307692307693,0.03225806451612903,0.08695652173913043,0.0,0.3148918704170648,0.29866255546866394,0.0,0.0,0.0,0.0
1,1,0.03990178023327194,0.07807308970099668,0.09047619047619049,0.05342237061769616,0.24242424242424243,0.0,0.0967741935483871,0.0,0.0,0.23951808930939178,0.04801382175792483,0.0,0.0,0.0,0.0
2,1,0.06998158379373849,0.03322259136212625,0.21904761904761905,0.0,0.5151515151515151,0.23076923076923078,0.0967741935483871,0.13043478260869565,0.023255813953488372,0.2093426103286113,0.08909711935994827,0.0,0.0,0.0,0.023255813953488372
3,0,0.003683241252302026,0.0,0.03333333333333334,0.0,0.09090909090909091,0.07692307692307693,0.0,0.043478260869565216,0.0,0.36656839545848435,0.22744113611815178,0.0,0.0,0.0,0.0
4,0,0.026396562308164517,0.054817275747508304,0.05238095238095239,0.0,0.12121212121212122,0.07692307692307693,0.0967741935483871,0.043478260869565216,0.046511627906976744,0.2556945472190421,0.33804681256191105,0.0,0.0,0.0,0.046511627906976744
5,1,0.012277470841006752,0.0016611295681063123,0.09523809523809525,0.0,0.24242424242424243,0.15384615384615385,0.03225806451612903,0.08695652173913043,0.023255813953488372,0.27423880301588566,0.17922910396822914,0.0,0.0,0.0,0.023255813953488372
6,0,0.004297114794352364,0.0,0.0380952380952381,0.0,0.12121212121212122,0.07692307692307693,0.0,0.043478260869565216,0.0,0.5587634626408391,0.4624993892735165,0.0,0.0,0.0,0.0
7,1,0.04235727440147329,0.07807308970099668,0.10952380952380954,0.05342237061769616,0.24242424242424243,0.07692307692307693,0.0967741935483871,0.043478260869565216,0.0,0.315565510650854,0.15810396459677153,0.0,0.0,0.0,0.0
8,0,0.018416206261510127,0.0016611295681063123,0.14285714285714285,0.0,0.42424242424242425,0.07692307692307693,0.03225806451612903,0.043478260869565216,0.0,0.07451115524981987,0.020986652135842526,0.0,0.0,0.0,0.0
9,0,0.05647636586863105,0.14285714285714285,0.028571428571428574,0.0,0.12121212121212122,0.0,0.12903225806451613,0.0,0.23255813953488372,0.2019874487006026,0.11402396051860816,0.0,0.0,0.0,0.23255813953488372
10,0,0.027010435850214853,0.04318936877076412,0.08571428571428573,0.018363939899833055,0.24242424242424243,0.07692307692307693,0.06451612903225806,0.08695652173913043,0.0,0.1728116805587529,0.19099509076869373,0.0,0.0,0.0,0.0
11,0,0.019030079803560467,0.03156146179401993,0.05714285714285715,0.03005008347245409,0.15151515151515152,0.07692307692307693,0.03225806451612903,0.043478260869565216,0.06976744186046512,0.48195709172802714,0.37552215733933203,0.0,0.0,0.0,0.06976744186046512
12,0,0.043585021485573965,0.10132890365448505,0.04761904761904763,0.0,0.15151515151515152,0.0,0.06451612903225806,0.0,0.20930232558139533,0.14905915803000003,0.1427491131314764,0.0,0.0,0.0,0.20930232558139533
13,1,0.011663597298956416,0.023255813953488372,0.028571428571428574,0.021702838063439065,0.09090909090909091,0.0,0.03225806451612903,0.043478260869565216,0.0,0.2927672636907777,0.18679175339521056,0.0,0.0,0.0,0.0
14,0,0.00798035604665439,0.0016611295681063123,0.05714285714285715,0.0,0.12121212121212122,0.07692307692307693,0.03225806451612903,0.043478260869565216,0.0,0.42153940406964396,0.3368624150454983,0.0,0.0,0.0,0.0
15,1,0.023941068139963165,0.011627906976744186,0.09047619047619049,0.0,0.21212121212121213,0.15384615384615385,0.06451612903225806,0.08695652173913043,0.0,0.1888359649078057,0.17093369115177803,0.0,0.0,0.0,0.0
16,0,0.011663597298956416,0.0016611295681063123,0.08571428571428573,0.0,0.18181818181818182,0.07692307692307693,0.03225806451612903,0.043478260869565216,0.0,0.33438115863088663,0.24494064328495993,0.0,0.0,0.0,0.0
17,1,0.02332719459791283,0.036544850498338874,0.08095238095238096,0.01001669449081803,0.2727272727272727,0.07692307692307693,0.0967741935483871,0.043478260869565216,0.0,0.1826692615533106,0.11505909374017112,0.0,0.0,0.0,0.0
18,1,0.013505217925107428,0.006644518272425249,0.09047619047619049,0.0,0.15151515151515152,0.07692307692307693,0.06451612903225806,0.043478260869565216,0.0,0.3188798181168945,0.20700081983289972,0.0,0.0,0.0,0.0
19,0,0.009208103130755065,0.0016611295681063123,0.07142857142857144,0.0,0.12121212121212122,0.07692307692307693,0.03225806451612903,0.043478260869565216,0.0,0.5219413389471065,0.4183930075712571,0.0,0.0,0.0,0.0
20,0,0.031307550644567216,0.06976744186046512,0.04761904761904763,0.0,0.12121212121212122,0.15384615384615385,0.16129032258064516,0.08695652173913043,0.046511627906976744,0.27258360019514194,0.48008317936090006,0.0,0.0,0.0,0.046511627906976744
21,0,0.033149171270718224,0.06976744186046512,0.05714285714285715,0.05175292153589316,0.12121212121212122,0.07692307692307693,0.06451612903225806,0.043478260869565216,0.09302325581395349,0.14831770797201377,0.18687914784451143,0.0,0.0,0.0,0.09302325581395349
22,1,0.017188459177409455,0.036544850498338874,0.03333333333333334,0.008347245409015025,0.06060606060606061,0.0,0.0967741935483871,0.043478260869565216,0.0,0.2949185964521489,0.13501091786338248,0.0,0.0,0.0,0.0
23,0,0.022099447513812154,0.04152823920265781,0.05714285714285715,0.03005008347245409,0.15151515151515152,0.0,0.06451612903225806,0.0,0.06976744186046512,0.15129591030961287,0.16392386742781942,0.0,0.0,0.0,0.06976744186046512
